,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
29,29,IND,Julian Strawther,Gonzaga,3,124,2000,848,217,134,.411,.324,.784,16.1,6.8,1.8,1.1,1.4,.033,-5.1,-1.6
30,30,LAC,Kobe Brown,Missouri,3,98,824,211,153,64,.426,.267,.769,8.4,2.2,1.6,0.7,1.0,.056,-3.1,-0.2
31,31,DET,James Nnaji,,,,,,,,,,,,,,,,,,
32,32,IND,Jalen Pickett,Penn State,3,84,842,260,92,135,.430,.391,.769,10.0,3.1,1.1,1.6,1.3,.073,-1.9,0.0
33,33,SAS,Leonard Miller,,3,39,122,64,42,12,.532,.133,.800,3.1,1.6,1.1,0.3,0.5,.182,1.0,0.1
34,34,CHO,Colby Jones,Xavier,3,70,714,223,131,66,.433,.247,.630,10.2,3.2,1.9,0.9,0.6,.041,-3.4,-0.2
35,35,BOS,Julian Phillips,Tennessee,3,137,1601,502,228,56,.441,.319,.768,11.7,3.7,1.7,0.4,2.3,.070,-3.5,-0.6
36,36,ORL,Andre Jackson Jr.,UConn,3,133,1615,366,302,147,.476,.377,.568,12.1,2.8,2.3,1.1,2.2,.065,-3.5,-0.6
37,37,OKC,Hunter Tyson,Clemson,3,76,474,156,99,25,.358,.290,.767,6.2,2.1,1.3,0.3,0.4,.036,-5.5,-0.4
38,38,SAC,Jordan Walsh,Arkansas,3,78,824,190,168,42,.429,.297,.679,10.6,2.4,2.2,0.5,1.5,.087,-2.3,-0.1
39,39,CHO,Mouhamed Gueye,Washington State,3,61,994,359,245,56,.447,.268,.697,16.3,5.9,4.0,0.9,2.1,.104,-1.1,0.2
40,40,DEN,Maxwell Lewis,Pepperdine,2,62,430,127,59,25,.380,.339,.692,6.9,2.0,1.0,0.4,-0.2,-.024,-6.6,-0.5
41,41,CHO,Amari Bailey,UCLA,1,10,65,23,9,7,.333,.125,.857,6.5,2.3,0.9,0.7,-0.1,-.044,-8.3,-0.1
42,42,WAS,Tristan Vukcevic,,3,62,849,511,200,68,.479,.335,.758,13.7,8.2,3.2,1.1,0.8,.047,-1.9,0.0
43,43,POR,Rayan Rupert,,3,105,1201,334,186,91,.368,.318,.746,11.4,3.2,1.8,0.9,-0.1,-.005,-5.9,-1.2
44,44,SAS,Sidy Cissoko,,3,50,533,145,75,46,.417,.226,.625,10.7,2.9,1.5,0.9,0.2,.019,-5.1,-0.4
45,45,MEM,GG Jackson II,South Carolina,3,85,1746,928,302,90,.408,.341,.743,20.5,10.9,3.6,1.1,1.2,.032,-3.1,-0.5
46,46,ATL,Seth Lundy,Penn State,1,9,52,14,7,0,.235,.231,.750,5.8,1.6,0.8,0.0,-0.1,-.092,-12.7,-0.1
47,47,LAL,Mojave King,,,,,,,,,,,,,,,,,,
48,48,LAC,Jordan Miller,Miami (FL),3,49,502,199,72,37,.444,.280,.837,10.2,4.1,1.5,0.8,0.7,.066,-2.2,0.0
49,49,CLE,Emoni Bates,Eastern Michigan,2,25,208,78,21,18,.322,.333,.250,8.3,3.1,0.8,0.7,-0.2,-.045,-6.4,-0.2
50,50,OKC,Keyontae Johnson,Kansas State,1,9,66,11,10,4,.313,.333,,7.3,1.2,1.1,0.4,-0.1,-.068,-9.8,-0.1
51,51,BRK,Jalen Wilson,Kansas,3,138,2935,1052,418,201,.400,.337,.817,21.3,7.6,3.0,1.5,2.9,.047,-3.9,-1.4
52,52,PHO,Toumani Camara,Dayton,3,169,5002,1676,907,319,.448,.358,.732,29.6,9.9,5.4,1.9,7.7,.074,-1.5,0.6
53,53,MIN,Jaylen Clark,UCLA,2,59,804,245,96,35,.449,.407,.712,13.6,4.2,1.6,0.6,2.1,.128,-1.0,0.2
54,54,SAC,Jalen Slawson,Furman University,1,12,37,8,7,2,.667,.000,,3.1,0.7,0.6,0.2,0.0,.058,-6.4,0.0
55,55,IND,Isaiah Wong,Miami (FL),2,21,269,122,32,28,.389,.382,.735,12.8,5.8,1.5,1.3,0.0,.006,-4.2,-0.1
56,56,MEM,Tarik Biberovic,,,,,,,,,,,,,,,,,,
57,57,WAS,Trayce Jackson-Davis,Indiana,3,142,2245,1000,691,198,.635,.000,.575,15.8,7.0,4.9,1.4,8.6,.183,1.7,2.1
58,58,MIL,Chris Livingston,Kentucky,3,44,211,63,59,11,.426,.067,.762,4.8,1.4,1.3,0.3,0.2,.043,-6.4,-0.2
,,,,,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.
,,,,,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.
