Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Dist.,%_of_FGA_by_Distance_2P,%_of_FGA_by_Distance_0-3,%_of_FGA_by_Distance_3-10,%_of_FGA_by_Distance_10-16,%_of_FGA_by_Distance_16-3P,%_of_FGA_by_Distance_3P,FG%_by_Distance_2P,FG%_by_Distance_0-3,FG%_by_Distance_3-10,FG%_by_Distance_10-16,FG%_by_Distance_16-3P,FG%_by_Distance_3P,%_of_FG_Ast'd_2P,%_of_FG_Ast'd_3P,Dunks_%FGA,Dunks_#,Corner_3s_%3PA,Corner_3s_3P%,1/2_Court_Att.,1/2_Court_Md.,-additional_-9999,Trp-Dbl,Season
85.0,Jamal Murray,28.0,DEN,PG,11.0,11.0,374.0,19.6,0.574,0.38,0.234,2.2,13.6,8.3,26.8,1.9,0.8,10.9,26.9,0.7,0.6,1.3,0.161,2.6,-0.2,2.4,0.4,,murraja01,8.0,17.5,0.458,2.3,6.6,0.342,5.7,10.8,0.529,0.523,3.8,4.1,0.933,0.6,4.5,5.1,6.3,1.4,0.3,2.4,1.3,22.1,15.8,0.62,0.146,0.203,0.104,0.167,0.38,0.529,0.643,0.462,0.6,0.469,0.342,0.286,0.52,0.005,1.0,0.082,0.0,1.0,1.0,murraja01,0.0,2025-26
86.0,OG Anunoby,28.0,NYK,PF,12.0,12.0,373.0,16.3,0.601,0.537,0.17,5.2,15.1,9.8,9.8,3.0,2.3,12.2,19.7,0.4,0.5,0.9,0.121,1.1,1.1,2.2,0.4,,anunoog01,5.8,12.3,0.476,2.6,6.6,0.392,3.3,5.7,0.574,0.582,1.6,2.1,0.76,1.6,4.0,5.6,2.2,1.9,0.7,1.8,2.3,15.8,14.8,0.463,0.367,0.048,0.041,0.007,0.537,0.574,0.685,0.0,0.333,0.0,0.392,0.615,0.968,0.143,19.0,0.456,0.444,0.0,0.0,anunoog01,0.0,2025-26
87.0,Jalen Brunson,29.0,NYK,PG,11.0,11.0,373.0,21.4,0.59,0.367,0.319,1.4,10.7,5.7,31.7,1.2,0.0,10.3,31.9,1.0,0.2,1.3,0.164,4.4,-1.2,3.2,0.5,,brunsja01,9.7,20.8,0.467,2.8,7.6,0.369,6.9,13.2,0.524,0.535,5.7,6.6,0.863,0.5,3.1,3.5,6.5,0.8,0.0,2.7,2.6,28.0,14.5,0.633,0.188,0.205,0.162,0.079,0.367,0.524,0.698,0.34,0.541,0.556,0.369,0.276,0.548,0.0,0.0,0.143,0.5,0.0,0.0,brunsja01,0.0,2025-26
88.0,Kyshawn George,22.0,WAS,SF,12.0,12.0,372.0,14.7,0.631,0.473,0.233,2.0,18.2,10.1,22.6,1.4,2.5,19.5,22.3,0.1,0.1,0.3,0.033,-0.2,-0.7,-0.9,0.1,,georgky01,6.2,12.2,0.507,2.6,5.8,0.449,3.6,6.4,0.558,0.613,2.0,2.8,0.706,0.6,5.5,6.1,4.6,0.9,0.9,3.3,4.8,16.9,16.6,0.527,0.151,0.192,0.123,0.062,0.473,0.558,0.864,0.464,0.444,0.333,0.449,0.233,0.839,0.027,4.0,0.174,0.75,0.0,0.0,georgky01,0.0,2025-26
89.0,Naji Marshall,28.0,DAL,SF,14.0,1.0,371.0,14.7,0.601,0.352,0.546,3.4,15.8,9.7,13.7,2.3,0.0,8.8,16.6,0.6,0.6,1.1,0.144,-1.4,1.4,0.0,0.2,,marshna01,3.6,7.7,0.472,0.8,2.7,0.289,2.9,5.0,0.571,0.523,3.4,4.2,0.814,0.9,4.1,4.9,2.4,1.3,0.0,0.9,2.2,11.5,12.6,0.648,0.25,0.259,0.083,0.056,0.352,0.571,0.778,0.393,0.778,0.167,0.289,0.575,0.909,0.037,4.0,0.553,0.286,0.0,0.0,marshna01,0.0,2025-26
90.0,Quentin Grimes,25.0,PHI,SG,12.0,0.0,371.0,14.5,0.628,0.548,0.393,1.5,12.8,7.1,20.5,1.4,1.5,19.4,22.0,0.3,0.3,0.7,0.085,0.2,-0.4,-0.2,0.2,,grimequ01,5.3,11.3,0.467,2.4,6.2,0.392,2.8,5.1,0.557,0.574,3.7,4.4,0.83,0.4,3.6,4.0,4.4,0.9,0.5,3.2,2.5,16.6,16.8,0.452,0.237,0.133,0.044,0.037,0.548,0.557,0.719,0.5,0.167,0.2,0.392,0.618,0.897,0.015,1.0,0.122,0.222,0.0,0.0,grimequ01,0.0,2025-26
91.0,Luka Dončić,26.0,LAL,PG,10.0,10.0,371.0,29.2,0.615,0.487,0.54,3.0,24.3,14.2,41.5,2.2,1.6,11.7,36.7,1.3,0.5,1.9,0.24,8.7,1.6,10.3,1.2,,doncilu01,10.6,22.6,0.469,3.6,11.0,0.327,7.0,11.6,0.603,0.549,9.6,12.2,0.787,0.9,8.0,8.9,8.9,1.7,0.6,3.7,2.5,34.4,18.2,0.513,0.084,0.155,0.199,0.075,0.487,0.603,0.947,0.6,0.6,0.235,0.327,0.229,0.333,0.009,2.0,0.073,0.0,0.0,0.0,doncilu01,1.0,2025-26
92.0,Anthony Black,22.0,ORL,PG,14.0,3.0,370.0,10.6,0.555,0.398,0.309,2.2,10.2,6.3,13.8,2.1,2.3,17.7,19.4,-0.2,0.5,0.3,0.041,-3.1,0.9,-2.2,0.0,,blackan01,4.1,8.8,0.463,1.1,3.5,0.306,3.0,5.3,0.568,0.524,1.9,2.7,0.684,0.5,2.5,3.0,2.4,1.1,0.7,2.1,2.5,11.1,13.8,0.602,0.276,0.211,0.065,0.049,0.398,0.568,0.765,0.5,0.375,0.0,0.306,0.429,0.933,0.114,11.0,0.265,0.308,1.0,1.0,blackan01,0.0,2025-26
93.0,Shaedon Sharpe,22.0,POR,SG,13.0,13.0,370.0,16.6,0.535,0.382,0.29,5.3,15.5,10.1,11.7,2.4,0.7,12.1,32.7,-0.1,0.3,0.3,0.033,0.3,-1.7,-1.4,0.1,,sharpsh01,7.9,18.3,0.433,1.9,7.0,0.275,6.0,11.3,0.531,0.485,4.3,5.3,0.812,1.5,3.8,5.2,2.0,1.5,0.2,2.8,2.3,22.1,14.3,0.618,0.261,0.176,0.088,0.092,0.382,0.531,0.645,0.5,0.381,0.409,0.275,0.5,0.72,0.067,12.0,0.099,0.222,0.0,0.0,sharpsh01,0.0,2025-26
94.0,Stephen Curry,37.0,GSW,PG,12.0,12.0,367.0,23.0,0.633,0.59,0.33,0.9,12.9,6.8,22.6,2.2,1.3,11.0,33.7,0.8,0.5,1.2,0.162,5.5,-0.2,5.3,0.7,,curryst01,8.7,18.9,0.458,4.3,11.2,0.381,4.4,7.8,0.57,0.57,5.8,6.3,0.933,0.3,3.4,3.7,3.7,1.4,0.4,2.7,2.3,27.4,18.7,0.41,0.154,0.132,0.079,0.044,0.59,0.57,0.657,0.6,0.444,0.4,0.381,0.528,0.706,0.004,0.0,0.082,0.455,0.0,0.0,curryst01,0.0,2025-26
95.0,Nickeil Alexander-Walker,27.0,ATL,SG,12.0,9.0,365.0,14.4,0.574,0.441,0.36,2.5,7.5,5.1,16.6,1.7,2.8,14.3,25.1,0.1,0.4,0.5,0.061,-0.3,-0.8,-1.1,0.1,,alexani01,5.9,13.4,0.441,1.9,5.9,0.324,4.0,7.5,0.533,0.512,4.1,4.8,0.845,0.7,2.2,2.8,3.5,1.1,0.9,2.6,1.7,17.8,14.7,0.559,0.267,0.149,0.068,0.075,0.441,0.533,0.628,0.5,0.545,0.25,0.324,0.479,0.87,0.012,2.0,0.197,0.357,0.0,0.0,alexani01,0.0,2025-26
96.0,Domantas Sabonis,29.0,SAC,C,11.0,11.0,365.0,17.3,0.564,0.138,0.352,11.0,31.3,20.8,17.0,1.7,0.5,14.3,22.6,0.3,0.3,0.5,0.069,-0.3,-0.7,-1.1,0.1,,sabondo01,6.7,13.2,0.51,0.4,1.8,0.2,6.4,11.4,0.56,0.524,3.4,4.6,0.725,3.4,8.9,12.3,3.7,1.2,0.2,2.5,4.0,17.2,7.1,0.862,0.4,0.366,0.09,0.007,0.138,0.56,0.672,0.415,0.692,0.0,0.2,0.714,1.0,0.097,14.0,0.15,0.333,0.0,0.0,sabondo01,0.0,2025-26
97.0,Jabari Smith Jr.,22.0,HOU,PF,11.0,11.0,363.0,13.6,0.571,0.457,0.178,4.2,17.0,10.8,6.6,1.2,2.4,7.3,17.0,0.6,0.4,1.0,0.136,-0.1,-0.4,-0.6,0.1,,smithja05,5.4,11.7,0.457,2.0,5.4,0.373,3.4,6.4,0.529,0.543,1.7,2.1,0.826,1.2,5.2,6.4,1.6,0.8,0.8,1.0,2.7,14.5,15.8,0.543,0.171,0.163,0.132,0.078,0.457,0.529,0.682,0.571,0.471,0.2,0.373,0.595,0.955,0.047,6.0,0.492,0.483,0.0,0.0,smithja05,0.0,2025-26
98.0,Jerami Grant,31.0,POR,PF,13.0,1.0,362.0,17.3,0.633,0.444,0.556,3.1,9.1,5.9,12.1,1.5,1.2,10.0,22.8,0.9,0.2,1.1,0.148,2.0,-0.7,1.3,0.3,,grantje01,5.4,11.6,0.464,2.1,5.2,0.403,3.3,6.5,0.512,0.553,5.5,6.5,0.845,0.8,2.2,3.0,2.3,0.9,0.4,1.6,3.4,18.3,13.4,0.556,0.318,0.185,0.046,0.007,0.444,0.512,0.667,0.357,0.143,0.0,0.403,0.395,1.0,0.053,6.0,0.358,0.5,0.0,0.0,grantje01,0.0,2025-26
99.0,Jonathan Kuminga,23.0,GSW,PF,13.0,12.0,360.0,12.8,0.57,0.272,0.353,6.4,20.8,13.5,16.2,0.7,1.0,18.2,22.6,0.0,0.4,0.4,0.049,-2.5,-1.4,-3.9,-0.2,,kuminjo01,5.0,10.5,0.478,0.9,2.8,0.324,4.1,7.6,0.535,0.522,2.8,3.7,0.771,1.6,5.0,6.6,2.8,0.4,0.3,2.7,1.9,13.8,10.8,0.728,0.25,0.353,0.096,0.029,0.272,0.535,0.647,0.521,0.462,0.0,0.324,0.453,0.917,0.14,15.0,0.351,0.308,0.0,0.0,kuminjo01,0.0,2025-26
100.0,Santi Aldama,25.0,MEM,PF,14.0,0.0,358.0,15.6,0.541,0.43,0.221,6.4,22.3,14.2,16.1,2.0,2.1,9.9,21.0,0.1,0.4,0.5,0.069,0.4,0.6,1.0,0.3,,aldamsa01,4.9,10.6,0.463,1.4,4.6,0.313,3.5,6.1,0.576,0.53,1.4,2.4,0.576,1.6,5.3,6.9,2.5,1.1,0.6,1.3,1.6,12.6,14.4,0.57,0.235,0.215,0.067,0.054,0.43,0.576,0.714,0.563,0.4,0.25,0.313,0.816,1.0,0.027,4.0,0.234,0.533,0.0,0.0,aldamsa01,0.0,2025-26
101.0,Saddiq Bey,26.0,NOP,SF,13.0,7.0,358.0,14.5,0.556,0.526,0.203,6.5,13.2,9.6,11.3,1.4,0.0,5.8,18.1,0.5,0.0,0.5,0.066,1.6,-2.5,-0.9,0.1,,beysa01,4.4,10.2,0.429,2.2,5.4,0.4,2.2,4.8,0.46,0.534,1.5,2.1,0.704,1.8,3.0,4.8,2.0,0.8,0.0,0.7,1.0,12.4,15.8,0.474,0.203,0.173,0.068,0.03,0.526,0.46,0.519,0.478,0.444,0.0,0.4,0.345,0.964,0.023,3.0,0.3,0.143,0.0,0.0,beysa01,0.0,2025-26
102.0,Julian Champagnie,24.0,SAS,SF,13.0,8.0,357.0,11.0,0.595,0.766,0.309,3.4,15.4,9.7,5.8,2.0,1.1,13.7,14.7,0.2,0.5,0.7,0.094,-1.0,0.3,-0.7,0.1,,champju02,3.0,7.2,0.415,2.1,5.5,0.375,0.9,1.7,0.545,0.559,1.7,2.2,0.759,0.8,3.8,4.6,1.2,1.2,0.3,1.3,1.2,9.8,19.6,0.234,0.181,0.053,0.0,0.0,0.766,0.545,0.706,0.0,,,0.375,0.75,0.963,0.021,2.0,0.486,0.457,0.0,0.0,champju02,0.0,2025-26
103.0,Jaylen Wells,22.0,MEM,SG,14.0,14.0,354.0,7.2,0.464,0.552,0.157,5.0,10.0,7.5,9.0,1.1,0.0,7.7,18.1,-0.3,0.2,-0.1,-0.018,-4.2,-1.9,-6.2,-0.4,,wellsja01,3.5,9.6,0.366,1.5,5.3,0.284,2.0,4.3,0.467,0.444,1.0,1.5,0.667,1.2,2.4,3.6,1.5,0.6,0.0,0.9,2.1,9.5,17.5,0.448,0.142,0.142,0.075,0.09,0.552,0.467,0.632,0.421,0.4,0.333,0.284,0.679,0.905,0.03,3.0,0.297,0.182,0.0,0.0,wellsja01,0.0,2025-26
104.0,Svi Mykhailiuk,28.0,UTA,SF,13.0,13.0,353.0,10.4,0.611,0.714,0.061,3.0,7.1,5.0,11.0,0.9,0.8,8.2,12.6,0.4,0.1,0.5,0.065,-0.6,-1.0,-1.6,0.0,,mykhasv01,3.5,7.5,0.469,2.0,5.4,0.371,1.5,2.2,0.714,0.602,0.4,0.5,0.833,0.8,1.8,2.5,2.1,0.5,0.2,0.7,1.4,9.5,19.6,0.286,0.082,0.173,0.01,0.02,0.714,0.714,0.5,0.824,1.0,0.5,0.371,0.7,0.923,0.0,0.0,0.371,0.423,0.0,0.0,mykhasv01,0.0,2025-26
105.0,Terance Mann,29.0,BRK,SG,13.0,13.0,352.0,12.6,0.585,0.396,0.208,6.0,7.0,6.5,17.8,1.5,0.8,9.1,14.6,0.6,0.0,0.6,0.076,-1.1,-1.1,-2.2,0.0,,mannte01,3.7,7.8,0.475,1.2,3.1,0.375,2.5,4.7,0.541,0.55,1.4,1.6,0.857,1.5,1.5,3.1,3.2,0.8,0.2,0.8,3.2,9.9,13.3,0.604,0.257,0.198,0.119,0.03,0.396,0.541,0.654,0.45,0.5,0.333,0.375,0.394,0.8,0.059,3.0,0.275,0.364,0.0,0.0,mannte01,0.0,2025-26
106.0,Bub Carrington,20.0,WAS,PG,13.0,5.0,349.0,5.1,0.455,0.459,0.165,0.9,14.4,7.7,21.2,1.2,0.5,26.0,14.6,-0.6,0.0,-0.6,-0.079,-5.7,-2.1,-7.8,-0.5,,carrica01,2.2,6.5,0.329,1.3,3.0,0.436,0.8,3.5,0.239,0.429,0.8,1.1,0.714,0.2,3.8,4.0,4.4,0.7,0.2,2.5,2.5,6.4,17.3,0.541,0.059,0.235,0.141,0.106,0.459,0.239,0.2,0.25,0.25,0.222,0.436,0.273,0.765,0.024,1.0,0.231,0.333,0.0,0.0,carrica01,0.0,2025-26
107.0,Sion James,23.0,CHO,SG,13.0,8.0,349.0,9.9,0.66,0.569,0.264,1.7,10.9,6.4,7.3,1.4,1.0,13.0,11.0,0.4,0.1,0.5,0.07,-2.0,-0.3,-2.3,0.0,,jamessi01,2.7,5.5,0.486,1.5,3.2,0.488,1.2,2.4,0.484,0.625,1.2,1.5,0.842,0.4,2.6,3.0,1.5,0.8,0.3,0.9,1.6,8.2,15.3,0.431,0.306,0.097,0.028,0.0,0.569,0.484,0.545,0.286,0.5,,0.488,0.533,1.0,0.097,5.0,0.439,0.444,0.0,0.0,jamessi01,0.0,2025-26
108.0,Matas Buzelis,21.0,CHI,PF,12.0,12.0,349.0,13.4,0.605,0.404,0.243,4.5,16.0,10.5,5.7,1.3,3.1,13.8,20.9,0.1,0.3,0.4,0.06,-2.1,-0.8,-2.9,-0.1,,buzelma01,5.5,11.3,0.485,1.8,4.6,0.4,3.7,6.8,0.543,0.566,2.3,2.8,0.848,1.2,4.6,5.8,1.2,0.8,1.1,2.0,3.4,15.2,12.1,0.596,0.36,0.191,0.029,0.015,0.404,0.543,0.571,0.538,0.0,1.0,0.4,0.5,0.955,0.074,9.0,0.364,0.25,0.0,0.0,buzelma01,0.0,2025-26
109.0,Josh Giddey,23.0,CHI,PG,10.0,10.0,349.0,20.7,0.558,0.271,0.353,4.5,24.7,15.1,41.9,1.5,1.2,15.9,27.9,0.5,0.4,0.9,0.119,3.0,0.6,3.6,0.5,,giddejo01,7.8,17.0,0.459,1.7,4.6,0.37,6.1,12.4,0.492,0.509,4.6,6.0,0.767,1.4,8.5,9.9,9.7,1.1,0.5,3.7,1.9,21.9,11.0,0.729,0.294,0.324,0.059,0.053,0.271,0.492,0.66,0.382,0.6,0.111,0.37,0.393,0.824,0.006,1.0,0.065,0.333,0.0,0.0,giddejo01,3.0,2025-26
110.0,Ja Morant,26.0,MEM,PG,12.0,12.0,345.0,12.6,0.477,0.308,0.354,1.8,11.2,6.4,44.2,1.6,0.3,16.6,32.4,-0.6,0.2,-0.3,-0.043,-2.6,-2.6,-5.2,-0.3,,moranja01,5.8,16.3,0.359,0.8,5.0,0.167,5.0,11.3,0.444,0.385,5.4,5.8,0.942,0.5,3.0,3.5,7.6,1.0,0.1,3.8,2.3,17.9,13.9,0.692,0.154,0.262,0.19,0.087,0.308,0.444,0.6,0.431,0.405,0.294,0.167,0.283,0.6,0.015,3.0,0.15,0.556,0.0,0.0,moranja01,0.0,2025-26
111.0,Neemias Queta,26.0,BOS,C,14.0,14.0,344.0,18.9,0.62,0.032,0.29,13.3,22.5,17.8,9.8,1.6,5.6,11.0,14.5,0.8,0.6,1.4,0.189,-0.4,1.3,1.0,0.3,,quetane01,4.1,6.6,0.613,0.0,0.2,0.0,4.1,6.4,0.633,0.613,1.1,1.9,0.593,3.1,5.0,8.1,1.7,0.8,1.4,0.9,3.1,9.3,4.3,0.968,0.548,0.355,0.043,0.022,0.032,0.633,0.765,0.515,0.25,0.0,0.0,0.754,,0.269,24.0,0.333,0.0,0.0,0.0,quetane01,0.0,2025-26
112.0,Jeremiah Fears,19.0,NOP,PG,13.0,11.0,344.0,13.5,0.521,0.257,0.21,3.2,10.2,6.4,18.8,3.4,0.3,15.3,26.4,-0.3,0.1,-0.2,-0.023,-2.7,-1.0,-3.7,-0.2,,fearsje01,5.6,12.8,0.437,1.2,3.3,0.349,4.5,9.5,0.468,0.482,2.2,2.7,0.829,0.8,2.2,3.1,2.9,1.8,0.1,2.5,2.2,14.6,11.7,0.743,0.299,0.228,0.156,0.06,0.257,0.468,0.64,0.395,0.385,0.1,0.349,0.379,0.733,0.018,3.0,0.14,0.333,0.0,0.0,fearsje01,0.0,2025-26
113.0,Jock Landale,30.0,MEM,C,14.0,13.0,342.0,14.1,0.636,0.34,0.223,9.4,14.2,11.8,11.0,1.2,1.7,12.4,15.6,0.5,0.3,0.7,0.104,-0.4,-0.2,-0.6,0.1,,landajo01,4.0,7.4,0.544,1.1,2.5,0.457,2.9,4.9,0.588,0.621,1.1,1.6,0.696,2.2,3.2,5.4,1.7,0.6,0.4,1.1,3.0,10.3,11.9,0.66,0.311,0.243,0.078,0.029,0.34,0.588,0.594,0.56,0.625,0.667,0.457,0.7,1.0,0.058,3.0,0.143,0.4,0.0,0.0,landajo01,0.0,2025-26
114.0,Anfernee Simons,26.0,BOS,SG,14.0,0.0,342.0,12.5,0.547,0.589,0.123,1.5,7.7,4.5,14.0,0.9,0.9,9.0,23.4,0.3,0.2,0.5,0.071,0.0,-1.4,-1.4,0.1,,simonan01,4.7,11.6,0.405,2.7,6.9,0.396,2.0,4.8,0.418,0.521,1.3,1.4,0.9,0.4,1.7,2.1,2.4,0.4,0.2,1.2,2.1,13.4,20.0,0.411,0.037,0.135,0.098,0.141,0.589,0.418,0.5,0.5,0.438,0.304,0.396,0.107,0.711,0.006,1.0,0.063,0.167,0.0,0.0,simonan01,0.0,2025-26
115.0,Kyle Kuzma,30.0,MIL,PF,13.0,4.0,338.0,14.8,0.598,0.333,0.318,2.7,16.0,9.4,9.1,1.4,2.2,10.4,21.0,0.3,0.3,0.6,0.082,-1.9,-1.1,-3.0,-0.1,,kuzmaky01,5.1,9.9,0.512,0.9,3.3,0.279,4.2,6.6,0.628,0.558,2.5,3.2,0.78,0.6,3.8,4.4,1.7,0.8,0.6,1.3,2.5,13.5,11.7,0.667,0.279,0.318,0.031,0.039,0.333,0.628,0.75,0.561,0.25,0.6,0.279,0.611,0.917,0.054,7.0,0.372,0.313,0.0,0.0,kuzmaky01,0.0,2025-26
116.0,Collin Gillespie,26.0,PHO,PG,14.0,0.0,337.0,15.5,0.537,0.68,0.139,5.1,14.4,9.8,28.5,2.0,1.7,13.4,18.5,0.5,0.4,0.9,0.129,2.1,0.0,2.1,0.3,,gilleco01,3.4,8.7,0.385,2.3,5.9,0.386,1.1,2.8,0.385,0.516,0.9,1.2,0.765,1.1,3.1,4.1,5.1,1.0,0.4,1.4,1.3,9.9,21.1,0.32,0.041,0.115,0.115,0.049,0.68,0.385,0.4,0.429,0.286,0.5,0.386,0.4,0.781,0.0,0.0,0.181,0.8,0.0,0.0,gilleco01,0.0,2025-26
117.0,Aaron Nesmith,26.0,IND,SF,11.0,11.0,335.0,12.1,0.518,0.565,0.265,4.8,10.8,7.5,8.2,1.3,0.8,4.6,20.8,0.2,0.2,0.4,0.051,-0.4,-1.9,-2.3,0.0,,nesmiaa01,4.9,13.4,0.367,2.8,7.5,0.373,2.1,5.8,0.359,0.473,2.8,3.5,0.795,1.5,2.9,4.5,1.5,0.8,0.3,0.7,2.5,15.5,17.6,0.435,0.17,0.122,0.075,0.068,0.565,0.359,0.48,0.389,0.182,0.2,0.373,0.826,0.935,0.027,2.0,0.241,0.4,0.0,0.0,nesmiaa01,0.0,2025-26
118.0,Ryan Dunn,23.0,PHO,SF,14.0,9.0,334.0,13.9,0.562,0.431,0.127,9.9,14.2,12.1,10.2,2.2,2.8,11.5,15.2,0.4,0.4,0.8,0.114,-0.7,0.2,-0.5,0.1,,dunnry01,3.5,7.3,0.48,1.0,3.1,0.318,2.5,4.1,0.603,0.549,0.6,0.9,0.692,2.1,3.0,5.1,1.8,1.1,0.7,1.0,2.4,8.6,12.5,0.569,0.314,0.216,0.039,0.0,0.431,0.603,0.781,0.455,0.0,,0.318,0.657,1.0,0.157,14.0,0.659,0.276,0.0,0.0,dunnry01,0.0,2025-26
119.0,Kris Dunn,31.0,LAC,PG,13.0,7.0,333.0,9.8,0.567,0.413,0.24,4.0,7.5,5.8,12.3,3.0,1.2,18.6,13.6,0.0,0.2,0.2,0.035,-4.0,0.5,-3.5,-0.1,,dunnkr01,2.7,5.8,0.467,0.8,2.4,0.355,1.8,3.4,0.545,0.54,1.0,1.4,0.722,0.8,1.7,2.5,2.2,1.5,0.3,1.5,2.5,7.2,13.7,0.587,0.2,0.24,0.133,0.013,0.413,0.545,0.733,0.556,0.3,0.0,0.355,0.5,1.0,0.027,1.0,0.419,0.462,0.0,0.0,dunnkr01,0.0,2025-26
120.0,Aaron Gordon,30.0,DEN,PF,11.0,11.0,333.0,20.5,0.69,0.422,0.4,5.0,15.9,10.8,7.2,1.5,0.8,9.7,22.4,1.0,0.5,1.5,0.211,4.0,-0.6,3.4,0.4,,gordoaa01,6.5,12.3,0.533,2.5,5.2,0.474,4.1,7.1,0.577,0.633,4.4,4.9,0.889,1.3,4.6,5.9,1.5,0.9,0.3,1.5,1.7,19.9,14.1,0.578,0.296,0.133,0.074,0.074,0.422,0.577,0.8,0.333,0.3,0.4,0.474,0.6,0.815,0.148,18.0,0.211,0.5,0.0,0.0,gordoaa01,0.0,2025-26
121.0,Tre Jones,26.0,CHI,PG,11.0,11.0,329.0,17.4,0.609,0.175,0.536,3.1,10.8,7.1,24.6,3.3,0.5,13.1,17.5,0.7,0.4,1.0,0.153,-0.3,1.8,1.5,0.3,,jonestr01,4.4,8.8,0.495,0.5,1.5,0.353,3.8,7.3,0.525,0.526,4.0,4.7,0.846,0.8,3.2,4.0,5.5,2.1,0.2,1.6,2.0,13.3,7.4,0.825,0.526,0.258,0.031,0.01,0.175,0.525,0.608,0.4,0.333,0.0,0.353,0.405,1.0,0.0,0.0,0.176,0.667,0.0,0.0,jonestr01,0.0,2025-26
122.0,John Collins,28.0,LAC,PF,13.0,4.0,328.0,12.8,0.589,0.298,0.215,6.6,14.4,10.6,4.4,1.8,2.1,16.4,21.4,-0.1,0.2,0.1,0.015,-2.7,-1.8,-4.5,-0.2,,collijo01,4.8,9.3,0.512,0.9,2.8,0.333,3.8,6.5,0.588,0.562,1.5,2.0,0.769,1.4,3.2,4.6,0.7,0.9,0.5,2.0,2.2,12.0,11.3,0.702,0.248,0.372,0.041,0.041,0.298,0.588,0.833,0.511,0.2,0.2,0.333,0.76,1.0,0.124,13.0,0.556,0.45,0.0,0.0,collijo01,0.0,2025-26
123.0,Kentavious Caldwell-Pope,32.0,MEM,SG,14.0,13.0,327.0,9.2,0.49,0.465,0.277,1.6,10.2,5.8,19.1,1.6,1.2,12.4,16.4,-0.1,0.2,0.1,0.018,-3.4,-0.2,-3.6,-0.1,,caldwke01,2.6,7.2,0.356,1.0,3.4,0.298,1.6,3.9,0.407,0.426,1.8,2.0,0.893,0.4,2.2,2.6,3.1,0.8,0.3,1.1,1.3,7.9,16.8,0.535,0.119,0.178,0.109,0.129,0.465,0.407,0.583,0.444,0.364,0.231,0.298,0.773,0.929,0.03,2.0,0.17,0.0,0.0,0.0,caldwke01,0.0,2025-26
124.0,Tre Johnson,19.0,WAS,SG,13.0,4.0,327.0,9.1,0.539,0.508,0.106,2.2,11.0,6.6,8.1,0.6,1.6,12.6,20.1,-0.2,-0.1,-0.3,-0.047,-2.5,-3.4,-6.0,-0.3,,johnstr03,4.3,10.2,0.424,1.9,5.2,0.373,2.4,5.0,0.477,0.519,0.9,1.1,0.857,0.5,2.7,3.2,1.4,0.3,0.5,1.5,1.9,11.5,17.8,0.492,0.061,0.205,0.182,0.045,0.508,0.477,0.75,0.407,0.458,0.5,0.373,0.355,0.8,0.015,1.0,0.224,0.333,0.0,0.0,johnstr03,0.0,2025-26
125.0,Donovan Clingan,21.0,POR,C,13.0,13.0,326.0,17.1,0.558,0.417,0.167,18.4,21.2,19.7,6.2,1.3,4.9,8.0,13.6,0.7,0.3,1.0,0.149,0.4,-1.1,-0.7,0.1,,clingdo01,3.5,7.4,0.479,0.6,3.1,0.2,2.9,4.3,0.679,0.521,1.2,1.2,0.938,4.5,4.5,9.0,1.2,0.7,1.4,0.7,2.8,8.8,11.7,0.583,0.417,0.167,0.0,0.0,0.417,0.679,0.7,0.625,,,0.2,0.526,1.0,0.135,11.0,0.175,0.0,0.0,0.0,clingdo01,0.0,2025-26
126.0,Noah Clowney,21.0,BRK,PF,13.0,7.0,326.0,8.7,0.524,0.755,0.449,3.2,15.6,8.9,10.3,1.2,1.4,15.2,18.0,-0.2,0.0,-0.1,-0.019,-2.9,-2.0,-4.9,-0.2,,clownno01,2.6,7.5,0.347,1.7,5.7,0.297,0.9,1.8,0.5,0.459,2.5,3.4,0.75,0.8,3.2,3.9,1.8,0.6,0.4,1.6,2.0,9.5,20.3,0.245,0.102,0.133,0.01,0.0,0.755,0.5,0.7,0.385,0.0,,0.297,0.5,1.0,0.071,4.0,0.257,0.368,0.0,0.0,clownno01,0.0,2025-26
127.0,Ben Sheppard,24.0,IND,SG,13.0,5.0,326.0,5.2,0.41,0.551,0.133,3.2,16.6,9.3,9.4,0.9,0.6,8.0,14.0,-0.3,0.2,-0.2,-0.025,-5.9,-1.2,-7.1,-0.4,,sheppbe01,2.4,7.5,0.316,1.0,4.2,0.241,1.4,3.4,0.409,0.383,0.8,1.0,0.769,0.8,3.7,4.5,1.6,0.5,0.2,0.7,2.6,6.5,16.5,0.449,0.184,0.163,0.071,0.031,0.551,0.409,0.667,0.188,0.429,0.0,0.241,0.667,0.923,0.02,2.0,0.315,0.294,0.0,0.0,sheppbe01,0.0,2025-26
