Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Dist.,0-3,0-3,3-10,3-10,10-16,10-16,16-3P,16-3P,0-3,0-3,3-10,3-10,10-16,10-16,16-3P,16-3P,%FGA,#,%3PA,Att.,Md.,-9999,Trp-Dbl,Season
192.0,T.J. McConnell,32.0,IND,PG,79.0,1.0,1415.0,18.4,0.547,0.079,0.123,3.5,11.6,7.6,37.0,2.8,1.3,14.2,23.4,1.5,1.7,3.2,0.109,0.6,0.6,1.2,1.2,,mccontj01,4.1,7.9,0.519,0.2,0.6,0.306,3.9,7.3,0.537,0.531,0.7,1.0,0.74,0.6,1.9,2.4,4.4,1.1,0.3,1.4,1.0,9.1,9.1,.240,.667,.357,.520,.263,.457,.061,.474,.240,.667,.357,.520,.263,.457,.061,.474,.000,0,.306,1,0,mccontj01,0.0,2024-25
194.0,Ryan Dunn,22.0,PHO,SF,74.0,44.0,1410.0,10.7,0.517,0.553,0.082,7.5,13.5,10.6,5.7,1.5,2.7,7.5,16.7,0.2,0.7,1.0,0.034,-2.9,-1.2,-4.1,-0.7,,dunnry01,2.8,6.4,0.43,1.1,3.6,0.311,1.7,2.9,0.577,0.516,0.3,0.5,0.487,1.2,2.4,3.6,0.8,0.6,0.5,0.5,2.2,6.9,16.0,.166,.759,.203,.495,.061,.414,.017,.375,.166,.759,.203,.495,.061,.414,.017,.375,.075,31,.564,0,0,dunnry01,0.0,2024-25
195.0,Sam Merrill,28.0,CLE,SG,71.0,4.0,1401.0,11.1,0.583,0.868,0.068,3.0,8.9,6.1,9.6,1.8,0.9,7.4,14.3,1.8,1.5,3.3,0.113,-0.4,0.7,0.3,0.8,,merrisa01,2.4,6.0,0.406,1.9,5.2,0.372,0.5,0.8,0.625,0.567,0.4,0.4,0.966,0.5,1.7,2.2,1.5,0.7,0.2,0.5,1.7,7.2,22.7,.085,.722,.028,.500,.005,.000,.014,.500,.085,.722,.028,.500,.005,.000,.014,.500,.000,0,.220,0,0,merrisa01,0.0,2024-25
196.0,Ayo Dosunmu,25.0,CHI,SG,46.0,26.0,1394.0,12.8,0.585,0.421,0.176,2.0,10.0,6.1,20.2,1.4,1.1,12.5,16.6,1.6,1.0,2.5,0.087,-1.4,-0.2,-1.6,0.1,,dosunay01,4.8,9.8,0.492,1.3,4.1,0.328,3.5,5.7,0.612,0.561,1.3,1.7,0.785,0.6,2.9,3.5,4.5,0.9,0.4,1.5,2.3,12.3,12.4,.372,.707,.176,.456,.027,.333,.004,.500,.372,.707,.176,.456,.027,.333,.004,.500,.027,11,.407,0,0,dosunay01,1.0,2024-25
197.0,Ty Jerome,27.0,CLE,SG,70.0,3.0,1392.0,21.0,0.643,0.409,0.239,4.0,9.3,6.7,24.5,2.7,0.2,11.9,23.6,4.2,1.8,5.9,0.204,3.5,0.8,4.3,2.2,6MOY-3,jeromty01,4.6,8.8,0.516,1.6,3.6,0.439,3.0,5.2,0.57,0.606,1.8,2.1,0.872,0.7,1.8,2.5,3.4,1.1,0.0,1.3,1.5,12.5,15.6,.121,.560,.275,.571,.168,.577,.026,.563,.121,.560,.275,.571,.168,.577,.026,.563,.000,0,.146,2,0,jeromty01,0.0,2024-25
198.0,Julian Strawther,22.0,DEN,SG,65.0,4.0,1384.0,9.5,0.559,0.553,0.185,1.4,9.5,5.6,7.6,1.4,1.0,9.8,17.8,0.5,0.8,1.3,0.043,-3.1,-1.4,-4.5,-0.9,,strawju01,3.2,7.5,0.432,1.4,4.1,0.349,1.8,3.3,0.535,0.529,1.1,1.4,0.822,0.3,1.9,2.2,1.3,0.6,0.2,0.9,2.3,9.0,17.2,.142,.681,.191,.473,.097,.489,.016,.250,.142,.681,.191,.473,.097,.489,.016,.250,.012,6,.138,0,0,strawju01,0.0,2024-25
199.0,Nick Smith Jr.,20.0,CHO,SG,60.0,27.0,1369.0,8.3,0.502,0.539,0.081,1.0,9.1,5.0,16.7,0.6,0.4,12.2,20.8,-0.9,0.3,-0.5,-0.019,-3.2,-2.6,-5.7,-1.3,,smithni01,3.7,9.5,0.391,1.7,5.1,0.34,2.0,4.4,0.45,0.482,0.7,0.8,0.935,0.2,1.9,2.1,2.4,0.3,0.1,1.4,1.3,9.9,18.5,.069,.590,.174,.404,.158,.467,.060,.382,.069,.590,.174,.404,.158,.467,.060,.382,.004,2,.193,1,0,smithni01,0.0,2024-25
200.0,Jaime Jaquez Jr.,23.0,MIA,SF,66.0,17.0,1368.0,14.3,0.543,0.258,0.307,6.8,16.5,11.7,17.9,2.2,1.0,15.7,20.2,0.5,1.8,2.3,0.081,-1.4,0.5,-0.9,0.4,,jaqueja01,3.2,7.0,0.461,0.6,1.8,0.311,2.7,5.2,0.513,0.501,1.6,2.2,0.754,1.3,3.1,4.4,2.5,0.9,0.2,1.5,1.2,8.6,9.9,.288,.677,.398,.435,.039,.222,.017,.250,.288,.677,.398,.435,.039,.222,.017,.250,.032,12,.513,2,0,jaqueja01,1.0,2024-25
201.0,Nicolas Batum,36.0,LAC,PF,78.0,8.0,1367.0,10.3,0.633,0.853,0.088,4.0,14.0,9.0,7.8,1.9,2.6,12.1,9.0,1.5,2.0,3.5,0.124,-1.2,2.0,0.8,1.0,,batumni01,1.3,3.1,0.437,1.1,2.6,0.433,0.2,0.4,0.457,0.622,0.2,0.3,0.81,0.6,2.2,2.8,1.1,0.7,0.5,0.4,1.4,4.0,22.1,.059,.571,.055,.385,.008,.000,.025,.500,.059,.571,.055,.385,.008,.000,.025,.500,.021,4,.478,0,0,batumni01,0.0,2024-25
202.0,Jose Alvarado,26.0,NOP,PG,56.0,23.0,1366.0,13.4,0.523,0.593,0.142,2.1,8.9,5.4,27.3,2.6,1.0,13.4,19.8,0.7,0.5,1.2,0.043,-0.6,-0.8,-1.4,0.2,,alvarjo01,3.6,9.3,0.392,2.0,5.5,0.359,1.7,3.8,0.439,0.498,1.1,1.3,0.811,0.5,1.9,2.4,4.6,1.3,0.3,1.5,1.6,10.3,17.9,.136,.563,.177,.348,.081,.452,.013,.286,.136,.563,.177,.348,.081,.452,.013,.286,.000,0,.207,1,0,alvarjo01,0.0,2024-25
203.0,Jeremy Sochan,21.0,SAS,PF,54.0,23.0,1364.0,15.9,0.589,0.194,0.267,10.0,17.7,13.8,13.7,1.6,1.8,13.8,19.0,1.7,1.1,2.7,0.096,-0.8,-0.4,-1.2,0.3,,sochaje01,4.6,8.7,0.535,0.5,1.7,0.308,4.1,7.0,0.59,0.565,1.6,2.3,0.696,2.4,4.2,6.5,2.4,0.8,0.5,1.6,2.4,11.4,7.4,.546,.707,.207,.361,.038,.333,.015,.143,.546,.707,.207,.361,.038,.333,.015,.143,.196,77,.385,0,0,sochaje01,0.0,2024-25
204.0,Luke Kornet,29.0,BOS,C,73.0,16.0,1361.0,19.6,0.683,0.011,0.346,15.2,15.8,15.5,11.9,1.3,4.8,8.8,11.4,4.8,2.2,7.0,0.246,1.6,1.7,3.3,1.8,,kornelu01,2.6,3.8,0.668,0.0,0.0,0.0,2.6,3.8,0.675,0.668,0.9,1.3,0.691,2.6,2.7,5.3,1.6,0.5,1.0,0.4,1.6,6.0,2.8,.732,.761,.225,.429,.029,.375,.004,1.000,.732,.761,.225,.429,.029,.375,.004,1.000,.354,86,.333,0,0,kornelu01,0.0,2024-25
205.0,Trey Lyles,29.0,SAC,PF,69.0,5.0,1349.0,12.3,0.551,0.636,0.214,6.6,19.6,13.1,7.9,1.5,1.7,8.7,14.3,1.3,1.2,2.6,0.091,-0.4,-0.3,-0.7,0.4,,lylestr01,2.3,5.4,0.42,1.2,3.4,0.34,1.1,2.0,0.559,0.528,0.8,1.2,0.7,1.2,3.4,4.6,1.2,0.6,0.3,0.6,1.2,6.5,17.6,.171,.688,.152,.404,.029,.636,.011,.500,.171,.688,.152,.404,.029,.636,.011,.500,.078,27,.311,0,0,lylestr01,0.0,2024-25
208.0,Justin Champagnie,23.0,WAS,SF,62.0,31.0,1340.0,15.7,0.614,0.47,0.178,8.6,18.6,13.6,6.8,2.3,2.6,10.9,15.6,1.6,1.2,2.8,0.1,-0.3,-0.2,-0.5,0.5,,champju01,3.4,6.6,0.511,1.2,3.1,0.383,2.2,3.5,0.624,0.601,0.8,1.2,0.685,1.8,3.9,5.7,1.0,1.0,0.6,0.9,1.8,8.8,13.9,.324,.767,.182,.413,.022,.333,.000,,.324,.767,.182,.413,.022,.333,.000,,.075,30,.316,1,0,champju01,0.0,2024-25
209.0,Paul George,34.0,PHI,PF,41.0,41.0,1334.0,14.5,0.543,0.47,0.17,2.0,17.2,9.3,20.9,2.8,1.5,14.7,23.5,-0.2,1.2,1.0,0.036,-0.5,0.1,-0.4,0.5,,georgpa01,6.0,13.9,0.43,2.3,6.5,0.358,3.6,7.4,0.493,0.514,1.9,2.4,0.814,0.6,4.8,5.3,4.3,1.8,0.5,2.6,2.5,16.2,18.0,.105,.750,.125,.408,.140,.525,.160,.363,.105,.750,.125,.408,.140,.525,.160,.363,.021,8,.175,1,0,georgpa01,0.0,2024-25
210.0,Ausar Thompson,22.0,DET,SF,59.0,48.0,1328.0,17.2,0.568,0.107,0.309,9.3,15.9,12.6,14.4,3.5,2.9,13.3,19.1,1.5,2.4,3.8,0.138,-0.8,2.5,1.7,1.2,,thompau01,4.2,7.8,0.535,0.2,0.8,0.224,4.0,7.0,0.572,0.547,1.5,2.4,0.641,1.9,3.3,5.1,2.3,1.7,0.7,1.4,2.8,10.1,6.0,.498,.690,.352,.451,.033,.200,.011,.200,.498,.690,.352,.451,.033,.200,.011,.200,.272,107,.510,4,0,thompau01,0.0,2024-25
211.0,Donovan Clingan,20.0,POR,C,67.0,37.0,1324.0,17.4,0.574,0.147,0.311,17.3,26.1,21.6,8.3,1.2,7.5,15.9,14.2,1.8,2.2,4.0,0.144,-1.7,1.4,-0.3,0.6,,clingdo01,2.7,5.0,0.539,0.2,0.7,0.286,2.5,4.3,0.582,0.56,0.9,1.6,0.596,3.2,4.6,7.9,1.1,0.5,1.6,1.1,2.8,6.5,5.8,.617,.680,.222,.338,.009,.000,.006,.500,.617,.680,.222,.338,.009,.000,.006,.500,.207,58,.102,0,0,clingdo01,0.0,2024-25
212.0,Jordan Hawkins,22.0,NOP,SG,56.0,9.0,1321.0,9.6,0.504,0.597,0.176,2.0,11.2,6.5,7.3,1.1,1.7,8.8,21.0,-0.7,0.1,-0.5,-0.02,-2.4,-3.0,-5.4,-1.2,,hawkijo01,3.7,9.9,0.372,2.0,5.9,0.331,1.7,4.0,0.433,0.471,1.4,1.8,0.816,0.4,2.4,2.8,1.2,0.5,0.4,1.0,0.9,10.8,19.3,.092,.549,.092,.353,.119,.500,.101,.321,.092,.549,.092,.353,.119,.500,.101,.321,.036,16,.232,0,0,hawkijo01,0.0,2024-25
213.0,Tyrese Martin,25.0,BRK,SG,60.0,11.0,1315.0,10.9,0.533,0.606,0.125,4.8,14.6,9.5,14.6,1.3,0.7,13.1,18.8,0.0,0.9,0.9,0.033,-1.4,-1.2,-2.6,-0.2,,martity01,3.2,7.8,0.406,1.7,4.7,0.351,1.5,3.1,0.492,0.513,0.8,1.0,0.793,1.0,2.7,3.7,2.0,0.6,0.2,1.2,1.3,8.7,18.0,.127,.746,.176,.354,.073,.412,.017,.375,.127,.746,.176,.354,.073,.412,.017,.375,.013,6,.305,2,0,martity01,0.0,2024-25
214.0,Mason Plumlee,34.0,PHO,C,74.0,21.0,1300.0,14.8,0.645,0.02,0.634,10.2,28.4,19.5,13.6,1.3,3.4,18.6,10.8,2.4,1.3,3.7,0.136,-1.5,1.0,-0.6,0.5,,plumlma01,1.7,2.7,0.619,0.0,0.1,0.0,1.7,2.7,0.631,0.619,1.1,1.7,0.648,1.6,4.6,6.1,1.8,0.4,0.6,0.8,2.1,4.5,3.9,.545,.782,.396,.475,.035,.143,.005,.000,.545,.782,.396,.475,.035,.143,.005,.000,.347,62,.500,1,0,plumlma01,0.0,2024-25
215.0,Jonathan Mogbo,23.0,TOR,PF,63.0,18.0,1286.0,11.9,0.496,0.197,0.23,8.9,17.3,13.0,15.3,2.1,2.5,15.1,15.0,0.3,1.6,1.9,0.071,-2.9,1.0,-1.9,0.0,,mogbojo01,2.5,5.7,0.438,0.3,1.1,0.243,2.2,4.5,0.486,0.462,1.0,1.3,0.732,1.7,3.2,4.9,2.3,0.9,0.5,1.1,2.2,6.2,8.6,.461,.634,.233,.277,.073,.346,.037,.231,.461,.634,.233,.277,.073,.346,.037,.231,.216,66,.443,2,0,mogbojo01,1.0,2024-25
216.0,Jalen Johnson,23.0,ATL,SF,36.0,36.0,1284.0,17.3,0.569,0.26,0.232,5.2,26.0,15.3,20.5,2.0,2.6,15.1,22.5,0.8,1.6,2.4,0.089,0.5,1.4,1.8,1.2,,johnsja05,7.5,15.1,0.5,1.2,3.9,0.312,6.3,11.1,0.566,0.541,2.6,3.5,0.746,1.7,8.3,10.0,5.0,1.6,1.0,2.9,1.9,18.9,10.2,.352,.749,.279,.437,.090,.245,.018,.600,.352,.749,.279,.437,.090,.245,.018,.600,.127,63,.298,2,0,johnsja05,1.0,2024-25
217.0,Max Strus,28.0,CLE,SF,50.0,37.0,1273.0,12.6,0.607,0.786,0.091,4.6,13.6,9.2,15.6,1.0,0.9,12.2,14.7,2.2,1.3,3.4,0.13,1.1,0.2,1.3,1.1,,strusma01,3.3,7.5,0.442,2.3,5.9,0.386,1.0,1.6,0.65,0.594,0.6,0.7,0.824,1.1,3.3,4.3,3.2,0.5,0.2,1.1,2.1,9.4,20.6,.134,.780,.078,.448,.000,,.003,.000,.134,.780,.078,.448,.000,,.003,.000,.035,10,.304,1,0,strusma01,0.0,2024-25
218.0,Johnny Juzang,23.0,UTA,SG,64.0,18.0,1270.0,11.8,0.573,0.661,0.112,3.6,12.0,7.8,7.9,1.5,0.6,6.7,17.6,1.3,0.3,1.6,0.06,-0.9,-1.4,-2.3,-0.1,,juzanjo01,3.2,7.4,0.429,1.8,4.9,0.376,1.3,2.5,0.534,0.554,0.7,0.8,0.849,0.7,2.2,2.9,1.1,0.6,0.1,0.6,2.0,8.9,19.2,.072,.676,.160,.513,.069,.424,.038,.556,.072,.676,.160,.513,.069,.424,.038,.556,.006,3,.395,0,0,juzanjo01,0.0,2024-25
219.0,Ron Holland,19.0,DET,SF,81.0,2.0,1266.0,11.1,0.556,0.363,0.293,3.5,15.5,9.5,8.9,1.9,1.3,13.3,18.1,0.2,1.5,1.8,0.067,-3.3,0.3,-3.0,-0.3,,hollaro01,2.4,5.1,0.474,0.4,1.9,0.238,2.0,3.3,0.608,0.517,1.1,1.5,0.754,0.5,2.2,2.7,1.0,0.6,0.2,0.9,1.7,6.4,12.1,.296,.691,.288,.550,.038,.500,.014,.333,.296,.691,.288,.550,.038,.500,.014,.333,.091,34,.483,3,0,hollaro01,0.0,2024-25
222.0,Dean Wade,28.0,CLE,PF,59.0,30.0,1252.0,10.1,0.563,0.819,0.111,4.5,16.6,10.8,7.3,1.6,1.4,7.2,10.4,1.3,1.7,3.0,0.113,-1.0,1.2,0.3,0.7,,wadede01,1.9,4.6,0.413,1.4,3.8,0.36,0.5,0.8,0.653,0.561,0.3,0.5,0.533,0.9,3.4,4.2,1.3,0.7,0.3,0.4,1.7,5.4,21.0,.118,.781,.041,.455,.007,.500,.015,.250,.118,.781,.041,.455,.007,.500,.015,.250,.033,8,.392,0,0,wadede01,0.0,2024-25
223.0,Ricky Council IV,23.0,PHI,SF,73.0,12.0,1250.0,11.6,0.502,0.46,0.33,4.4,15.4,9.7,11.4,1.3,1.0,8.9,20.3,0.1,0.5,0.6,0.023,-2.0,-2.3,-4.3,-0.7,,councri01,2.4,6.3,0.382,0.8,2.9,0.258,1.7,3.4,0.488,0.442,1.7,2.1,0.804,0.7,2.2,2.9,1.3,0.4,0.2,0.7,0.9,7.3,15.2,.240,.631,.197,.352,.089,.439,.015,.286,.240,.631,.197,.352,.089,.439,.015,.286,.071,31,.183,4,0,councri01,0.0,2024-25
224.0,Tidjane Salaün,19.0,CHO,PF,60.0,10.0,1244.0,7.7,0.457,0.594,0.272,5.9,18.4,12.0,8.5,1.1,1.1,13.1,15.2,-0.9,0.9,0.0,0.002,-4.3,-0.8,-5.2,-1.0,,salauti01,1.9,5.8,0.33,1.0,3.4,0.283,0.9,2.3,0.4,0.414,1.1,1.6,0.713,1.2,3.5,4.7,1.2,0.5,0.2,1.0,1.4,5.9,17.6,.191,.606,.157,.222,.038,.077,.020,.429,.191,.606,.157,.222,.038,.077,.020,.429,.038,11,.210,0,0,salauti01,0.0,2024-25
225.0,Bobby Portis,29.0,MIL,PF,49.0,7.0,1244.0,17.7,0.542,0.299,0.123,8.2,27.0,18.0,12.9,1.4,1.9,8.3,24.1,0.9,1.9,2.7,0.106,0.6,-0.4,0.2,0.7,,portibo01,5.7,12.1,0.466,1.3,3.6,0.365,4.3,8.5,0.508,0.52,1.2,1.5,0.836,1.8,6.6,8.4,2.1,0.7,0.5,1.2,1.9,13.9,14.1,.200,.655,.193,.487,.163,.423,.145,.430,.200,.655,.193,.487,.163,.423,.145,.430,.015,7,.258,0,0,portibo01,0.0,2024-25
226.0,Moussa Diabaté,23.0,CHO,C,71.0,8.0,1241.0,16.5,0.609,0.021,0.414,15.7,22.0,18.8,6.8,1.8,3.2,15.6,13.4,1.8,1.5,3.2,0.125,-1.4,-0.4,-1.9,0.0,,diabamo01,2.4,3.9,0.596,0.0,0.1,0.0,2.4,3.9,0.609,0.596,1.0,1.6,0.595,2.6,3.5,6.2,0.8,0.6,0.6,0.9,1.5,5.7,3.6,.650,.698,.271,.447,.054,.400,.004,.000,.650,.698,.271,.447,.054,.400,.004,.000,.329,78,.333,0,0,diabamo01,0.0,2024-25
227.0,Jeremiah Robinson-Earl,24.0,NOP,PF,66.0,9.0,1239.0,12.9,0.563,0.473,0.159,9.3,18.4,13.7,9.9,1.5,0.5,12.1,14.4,1.3,0.5,1.7,0.067,-0.9,-1.6,-2.5,-0.2,,robinje02,2.4,5.3,0.455,0.8,2.5,0.341,1.5,2.8,0.557,0.536,0.7,0.8,0.836,1.7,3.1,4.8,1.3,0.6,0.1,0.8,1.2,6.3,14.0,.294,.686,.135,.362,.066,.391,.032,.545,.294,.686,.135,.362,.066,.391,.032,.545,.026,8,.543,0,0,robinje02,0.0,2024-25
228.0,Simone Fontecchio,29.0,DET,SF,75.0,0.0,1237.0,9.7,0.544,0.609,0.225,4.7,14.5,9.6,6.9,1.2,0.9,11.6,15.8,0.4,1.2,1.6,0.063,-2.2,-0.7,-2.9,-0.3,,fontesi01,2.0,5.0,0.402,1.0,3.0,0.335,1.0,1.9,0.507,0.504,0.9,1.1,0.833,0.7,2.2,2.9,0.9,0.4,0.2,0.7,1.3,5.9,17.7,.164,.623,.150,.429,.032,.500,.046,.353,.164,.623,.150,.429,.032,.500,.046,.353,.035,11,.361,2,0,fontesi01,0.0,2024-25
229.0,Cole Anthony,24.0,ORL,PG,67.0,22.0,1234.0,14.2,0.531,0.401,0.208,4.1,15.5,9.5,25.5,1.8,2.5,14.8,24.6,0.0,2.0,2.0,0.078,-0.8,0.9,0.1,0.7,,anthoco01,3.4,8.1,0.424,1.1,3.3,0.353,2.3,4.9,0.471,0.494,1.4,1.7,0.823,0.7,2.4,3.0,2.9,0.7,0.5,1.5,2.3,9.4,15.6,.129,.714,.250,.449,.175,.337,.044,.417,.129,.714,.250,.449,.175,.337,.044,.417,.007,2,.151,2,0,anthoco01,0.0,2024-25
230.0,Ben Sheppard,23.0,IND,SG,63.0,9.0,1228.0,9.2,0.555,0.693,0.094,4.0,12.0,8.0,8.6,1.5,1.0,6.9,11.3,1.0,1.0,2.1,0.081,-2.2,0.2,-2.0,0.0,,sheppbe01,1.9,4.6,0.418,1.1,3.2,0.342,0.8,1.4,0.591,0.537,0.4,0.4,0.889,0.7,2.1,2.8,1.3,0.6,0.2,0.3,2.0,5.3,18.3,.164,.702,.105,.433,.024,.571,.014,.500,.164,.702,.105,.433,.024,.571,.014,.500,.007,2,.578,0,0,sheppbe01,0.0,2024-25
231.0,Daniel Gafford,26.0,DAL,C,57.0,31.0,1226.0,24.7,0.716,0.0,0.486,14.1,20.3,17.2,10.2,0.9,7.1,11.9,19.5,4.4,1.5,5.9,0.232,2.7,1.1,3.8,1.8,,gaffoda01,5.0,7.1,0.702,0.0,0.0,,5.0,7.1,0.702,0.702,2.4,3.4,0.689,2.7,4.1,6.8,1.4,0.4,1.8,1.2,2.7,12.3,2.6,.690,.748,.298,.600,.012,.600,.000,,.690,.748,.298,.600,.012,.600,.000,,.325,113,,0,0,gaffoda01,0.0,2024-25
232.0,John Collins,27.0,UTA,PF,40.0,31.0,1220.0,19.0,0.628,0.279,0.309,7.9,20.9,14.4,10.8,1.5,3.1,14.6,24.2,1.7,0.8,2.5,0.098,1.4,-0.4,1.0,0.9,,collijo01,7.0,13.3,0.527,1.5,3.7,0.399,5.5,9.6,0.577,0.583,3.5,4.1,0.848,2.2,6.0,8.2,2.0,1.0,1.0,2.6,2.9,19.0,11.0,.234,.702,.371,.548,.066,.343,.051,.519,.234,.702,.371,.548,.066,.343,.051,.519,.130,66,.385,0,0,collijo01,0.0,2024-25
234.0,Kristaps Porziņģis,29.0,BOS,C,42.0,42.0,1210.0,22.3,0.618,0.436,0.347,6.1,19.3,12.8,11.4,1.3,4.8,7.4,25.9,3.3,2.0,5.3,0.212,3.5,1.2,4.7,2.1,,porzikr01,6.6,13.7,0.483,2.5,6.0,0.412,4.1,7.7,0.537,0.572,3.8,4.7,0.809,1.6,5.1,6.8,2.1,0.7,1.5,1.3,2.8,19.5,16.0,.174,.760,.230,.492,.110,.365,.051,.345,.174,.760,.230,.492,.110,.365,.051,.345,.106,54,.068,0,0,porzikr01,0.0,2024-25
235.0,Brandon Clarke,28.0,MEM,PF,64.0,18.0,1207.0,17.6,0.638,0.045,0.229,11.3,17.3,14.3,7.4,2.0,2.7,8.9,15.3,2.7,1.7,4.4,0.174,0.0,0.8,0.8,0.9,,clarkbr01,3.7,5.9,0.621,0.0,0.3,0.059,3.7,5.7,0.647,0.622,1.0,1.4,0.701,2.0,3.1,5.1,1.0,0.8,0.6,0.6,2.3,8.3,5.7,.429,.816,.395,.553,.132,.380,.000,,.429,.816,.395,.553,.132,.380,.000,,.079,29,.765,0,0,clarkbr01,0.0,2024-25
236.0,Deandre Ayton,26.0,POR,C,40.0,40.0,1206.0,17.7,0.583,0.068,0.128,10.9,26.0,18.2,8.5,1.2,2.9,12.2,19.4,1.2,1.6,2.8,0.113,-0.3,-0.4,-0.7,0.4,,aytonde01,6.6,11.7,0.566,0.2,0.8,0.188,6.5,10.9,0.594,0.573,1.0,1.5,0.667,3.1,7.1,10.2,1.6,0.8,1.0,1.7,2.2,14.4,8.4,.344,.820,.269,.468,.205,.490,.113,.396,.344,.820,.269,.468,.205,.490,.113,.396,.165,71,.469,0,0,aytonde01,0.0,2024-25
237.0,Jarace Walker,21.0,IND,PF,75.0,5.0,1187.0,11.9,0.59,0.514,0.192,2.4,19.0,10.8,12.2,2.2,1.9,16.7,17.1,0.1,1.5,1.6,0.065,-1.8,0.8,-0.9,0.3,,walkeja02,2.3,4.8,0.472,1.0,2.5,0.405,1.3,2.3,0.543,0.576,0.6,0.9,0.667,0.3,2.7,3.1,1.5,0.7,0.3,1.0,1.5,6.1,16.4,.183,.606,.192,.478,.067,.708,.044,.313,.183,.606,.192,.478,.067,.708,.044,.313,.081,25,.227,1,0,walkeja02,0.0,2024-25
238.0,Kawhi Leonard,33.0,LAC,SF,37.0,37.0,1180.0,20.5,0.589,0.305,0.194,3.4,17.4,10.5,16.4,2.5,1.4,9.6,27.7,1.5,1.9,3.5,0.141,2.5,0.6,3.1,1.5,,leonaka01,8.4,16.8,0.498,2.1,5.1,0.411,6.3,11.7,0.536,0.56,2.6,3.3,0.81,0.9,5.0,5.9,3.1,1.6,0.5,1.9,1.5,21.5,14.4,.132,.768,.199,.540,.266,.476,.098,.377,.132,.768,.199,.540,.266,.476,.098,.377,.056,32,.137,0,0,leonaka01,0.0,2024-25
239.0,Clint Capela,30.0,ATL,C,55.0,41.0,1176.0,17.7,0.564,0.003,0.249,15.8,28.2,21.8,7.4,1.4,4.1,9.8,16.7,1.7,1.5,3.2,0.131,-0.6,-0.4,-1.0,0.3,,capelca01,4.0,7.1,0.559,0.0,0.0,0.0,4.0,7.1,0.56,0.559,0.9,1.8,0.536,3.2,5.4,8.5,1.1,0.6,1.0,0.9,1.9,8.9,3.0,.638,.643,.323,.429,.033,.308,.003,.000,.638,.643,.323,.429,.033,.308,.003,.000,.262,87,.000,0,0,capelca01,0.0,2024-25
241.0,Mark Williams,23.0,CHO,C,44.0,41.0,1171.0,23.9,0.647,0.009,0.365,11.8,29.3,20.3,16.5,1.3,4.5,12.0,21.4,3.1,1.6,4.7,0.195,2.5,0.9,3.5,1.6,,willima07,6.1,10.2,0.604,0.0,0.1,0.0,6.1,10.1,0.609,0.604,3.0,3.7,0.804,3.0,7.2,10.2,2.5,0.7,1.2,1.6,2.4,15.3,3.8,.555,.754,.376,.423,.056,.440,.004,.500,.555,.754,.376,.423,.056,.440,.004,.500,.264,109,.250,0,0,willima07,0.0,2024-25
242.0,Precious Achiuwa,25.0,NYK,C,57.0,10.0,1170.0,13.6,0.53,0.11,0.211,10.0,21.0,15.5,6.2,2.0,3.3,11.2,14.9,0.7,1.7,2.3,0.095,-2.1,0.2,-1.9,0.0,,achiupr01,2.9,5.7,0.502,0.2,0.6,0.278,2.7,5.1,0.529,0.517,0.7,1.2,0.594,1.8,3.8,5.6,1.0,0.8,0.7,0.8,1.4,6.6,6.2,.523,.661,.266,.310,.098,.438,.003,.000,.523,.661,.266,.310,.098,.438,.003,.000,.171,52,.750,0,0,achiupr01,0.0,2024-25
243.0,Nikola Jović,21.0,MIA,PF,46.0,10.0,1156.0,13.8,0.595,0.557,0.231,2.5,14.6,8.6,16.6,1.6,1.1,12.6,18.3,1.2,1.3,2.5,0.104,-0.3,0.6,0.3,0.7,,jovicni01,3.7,8.2,0.456,1.7,4.6,0.371,2.0,3.6,0.563,0.56,1.6,1.9,0.828,0.6,3.3,3.9,2.8,0.8,0.3,1.3,1.8,10.7,16.1,.183,.739,.210,.468,.034,.231,.016,.500,.183,.739,.210,.468,.034,.231,.016,.500,.016,5,.348,0,0,jovicni01,0.0,2024-25
244.0,Justin Edwards,21.0,PHI,SF,44.0,26.0,1155.0,11.3,0.559,0.503,0.122,4.3,10.4,7.3,8.9,1.9,1.4,11.0,16.9,0.4,0.5,0.9,0.039,-2.1,-1.6,-3.7,-0.5,,edwarju01,3.9,8.6,0.455,1.6,4.3,0.363,2.3,4.3,0.548,0.546,0.7,1.0,0.696,1.0,2.3,3.4,1.6,1.0,0.4,1.1,2.2,10.1,16.0,.212,.663,.138,.423,.106,.525,.042,.438,.212,.663,.138,.423,.106,.525,.042,.438,.024,9,.253,0,0,edwarju01,0.0,2024-25
